"@timestamp","user.name","source.ip","source.geo.country_name","host.hostname","event.action","event.outcome","event.category","suricata.eve.event_type","related.ip","related.user","related.hash","process.name","process.command_line","destination.ip","network.protocol","destination.address","http.request.method","http.response.status_code","suricata.eve.http.http_content_type","url.query","url.domain","url.original"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.113","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.101","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.101","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.101","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.100","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.100","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.100","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.100","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.100","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.099","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.097","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.081","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.081","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.081","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.081","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.081","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.081","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.081","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.081","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.081","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.081","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.081","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.080","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.080","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.080","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.080","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.080","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.080","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.080","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.080","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.072","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.072","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.072","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.072","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.072","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.072","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.072","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.072","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.072","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.072","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.072","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.046","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.046","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:58.045","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.053","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.053","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.053","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.053","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.052","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.052","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.052","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.051","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.050","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.050","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.050","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.050","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.050","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.050","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.050","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.050","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.050","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.049","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.047","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.047","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.047","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.047","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.047","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.047","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.047","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.047","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.047","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.047","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.045","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.045","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.045","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.045","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.045","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.045","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.045","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:57.028","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.124","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.124","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.124","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.124","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.124","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.123","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.123","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.123","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.122","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.122","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.122","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.122","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.122","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.122","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.122","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.122","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.122","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.122","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.121","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.121","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.121","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.120","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.120","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.120","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
"Aug 5, 2026 @ 03:33:56.120","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.54","-","-","-","-","10.10.1.54","-","10.10.1.54","-","-","-","-","-","-"
