"@timestamp","user.name","source.ip","source.geo.country_name","host.hostname","event.action","event.outcome","event.category","suricata.eve.event_type","related.ip","related.user","related.hash","process.name","process.command_line","destination.ip","destination.address","network.protocol","destination.port","http.request.method","http.response.status_code","suricata.eve.http.http_content_type","url.query","url.domain","url.original"
"Aug 5, 2026 @ 05:28:19.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8402,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6101,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",26214,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",666,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",43,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3211,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",48080,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",901,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6003,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3828,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",722,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",15002,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1030,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9081,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8086,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1234,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",49155,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6502,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3659,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.435","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1040,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.435","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",631,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.433","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1717,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.433","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32773,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.433","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8899,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.433","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",898,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.433","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2222,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.433","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",49161,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.433","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3826,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.432","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4343,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:19.374","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.442","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5800,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.442","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6389,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.442","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",49175,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.442","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",458,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.442","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1087,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.442","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1068,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",139,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.429","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1086,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.429","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",19,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.429","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5985,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.429","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",49154,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.429","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6792,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.429","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5298,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.429","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4126,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.429","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3689,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.429","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",51493,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.429","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",49160,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.428","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",995,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.419","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",445,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.419","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1247,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.419","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",44176,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.419","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9943,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.419","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7911,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.419","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",691,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.419","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1054,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.419","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8089,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.419","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1688,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.419","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1152,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.419","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7402,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.418","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1201,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.418","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32775,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.418","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9003,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.417","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4005,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.417","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1494,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2049,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8600,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9944,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2170,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",541,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",444,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",617,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2718,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2190,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",19283,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",27355,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",65000,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8087,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1600,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1187,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2383,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6699,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1309,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1723,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5051,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3031,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.414","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6059,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.408","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3260,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.408","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5087,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.408","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5225,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.408","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1311,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.408","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",465,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.408","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3998,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.408","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3766,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.408","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1185,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.408","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1053,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.408","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1812,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.408","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1213,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.407","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7778,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.407","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",56737,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.407","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5822,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.403","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1080,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.403","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32783,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.403","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1147,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.397","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1199,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.396","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3918,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:18.396","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",20,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.395","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.395","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1001,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.395","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8383,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.395","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1130,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.395","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",34572,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.386","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",23502,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.386","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5802,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.386","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",55056,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.386","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1839,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.386","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",668,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5815,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",366,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",787,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",4001,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1037,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8082,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1022,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",12000,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1075,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",765,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",9917,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2004,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:17.385","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",50800,"-","-","-","-","-","-"
