"@timestamp","user.name","source.ip","source.geo.country_name","host.hostname","event.action","event.outcome","event.category","suricata.eve.event_type","related.ip","related.user","related.hash","process.name","process.command_line","destination.ip","destination.address","network.protocol","destination.port","http.request.method","http.response.status_code","suricata.eve.http.http_content_type","url.query","url.domain","url.original"
"Aug 5, 2026 @ 05:28:24.440","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",21571,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3221,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3300,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",7999,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",37,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1044,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",6789,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.437","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",992,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",616,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",14000,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5900,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.436","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2099,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.435","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",32779,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.435","-","10.10.1.10","-","-","-","-",network,rfb,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58",rdp,5901,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.408","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.408","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",22,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.407","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:24.405","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.493","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3809,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.493","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",2000,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.493","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1721,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.493","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5907,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.493","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",1095,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.493","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3800,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.493","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",5915,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.489","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",83,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.488","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",3389,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.488","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",8200,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.488","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",27715,"-","-","-","-","-","-"
"Aug 5, 2026 @ 05:28:23.488","-","10.10.1.10","-","-","-","-",network,flow,"10.10.1.10, 10.10.1.58","-","-","-","-","10.10.1.58","10.10.1.58","-",481,"-","-","-","-","-","-"
